,News Media,Date,Tweets Ago,Compound,Positive,Neutral,Negative,Tweet
121,CBSNews,Sun Sep 09 21:49:33 +0000 2018,22,0.0,0.0,1.0,0.0,Sen. Mark Warner: Senate Intel likely won't release Russia report before midterms https://t.co/LffUPTN8kr https://t.co/PJRUJSxEWv
122,CBSNews,Sun Sep 09 21:29:37 +0000 2018,23,0.0,0.0,1.0,0.0,"DNC Chair Tom Perez says ""democracy is on the ballot"" for 2018 midterms https://t.co/bnPksB0zQq https://t.co/HYPjDN56Kq"
123,CBSNews,Sun Sep 09 21:10:24 +0000 2018,24,-0.5106,0.0,0.852,0.148,Vladimir Putin tried to cast his vote for the mayor of Moscow Sunday — and a voting machine rejected his ballot.… https://t.co/jpH77JFy2j
124,CBSNews,Sun Sep 09 20:49:30 +0000 2018,25,-0.6597,0.0,0.735,0.265,Serena Williams' U.S. Open loss Saturday night may be the grossest example of sports sexism yet… https://t.co/PYDYlsetfH
125,CBSNews,Sun Sep 09 20:35:48 +0000 2018,26,0.5267,0.145,0.855,0.0,How does star Argentine polo player Adolfo Cambiaso keep winning with the same horse? He’s cloned her 14 times. 60… https://t.co/rMdp3Atwwy
126,CBSNews,Sun Sep 09 19:49:47 +0000 2018,27,-0.8548,0.0,0.561,0.439,Six more women accuse CBS CEO Leslie Moonves of sexual assault or harassment https://t.co/AATLmI1qvQ https://t.co/n0pyyJUDdH
127,CBSNews,Sun Sep 09 19:34:48 +0000 2018,28,0.0,0.0,1.0,0.0,There are numerous reports that CBS CEO Leslie Moonves will be stepping down in the next 24 hours. According to sou… https://t.co/HwVHWA7R5N
128,CBSNews,Sun Sep 09 19:19:49 +0000 2018,29,-0.1531,0.0,0.914,0.086,"As Hurricane Florence looms, South Carolina Gov. Henry McMaster tells citizens: ""Pretend, presume and assume that a… https://t.co/AC1vfZx4W9"
129,CBSNews,Sun Sep 09 18:59:41 +0000 2018,30,0.4404,0.139,0.861,0.0,"""People better wake up to what's going on"": Bob Woodward tells @CBSThisMorning   what he concluded after covering t… https://t.co/5suPQsrqWe"
130,CBSNews,Sun Sep 09 18:19:32 +0000 2018,31,-0.34,0.0,0.854,0.146,North Korea's 70th anniversary military parade avoided any mention of the country's nuclear weapons… https://t.co/3wjsUtgPR9
131,CBSNews,Sun Sep 09 18:00:01 +0000 2018,32,-0.6908,0.0,0.737,0.263,"Before the first full slate of NFL games, President Trump renewed his Twitter attacks on protesting players… https://t.co/XRY6n3NguB"
132,CBSNews,Sun Sep 09 17:39:30 +0000 2018,33,-0.2732,0.0,0.896,0.104,"The U.S. Open's fines against Serena Williams: $3,000 for breaking her racket. $4,000 for being warned for coaching… https://t.co/5ME1tqE06r"
133,CBSNews,Sun Sep 09 17:19:52 +0000 2018,34,-0.7269,0.0,0.724,0.276,A New York City subway station destroyed in the 9/11 attacks reopened this weekend nearly 17 years later… https://t.co/hZTapL6iXZ
134,CBSNews,Sun Sep 09 17:00:00 +0000 2018,35,-0.34,0.0,0.888,0.112,BURNING UP: California's firefighting agency says it's running out of money just as the official fire season has be… https://t.co/eUARIjI4UY
135,CBSNews,Sun Sep 09 16:39:36 +0000 2018,36,-0.8316,0.0,0.658,0.342,Three arrested in connection with double murder of small town North Carolina mayor and wife https://t.co/q4OkeXlDX8 https://t.co/iPNX2bRGdc
136,CBSNews,Sun Sep 09 16:19:31 +0000 2018,37,-0.3818,0.0,0.88,0.12,Tropical Storm Florence has now turned into a hurricane and could slam the Southeast by the end of the week… https://t.co/pCYAiWxLcp
137,CBSNews,Sun Sep 09 16:00:01 +0000 2018,38,0.6486,0.256,0.685,0.059,"Teen faces up to a year in jail for allegedly pushing friend off a bridge, giving her serious injuries… https://t.co/yygmfa6DOv"
138,CBSNews,Sun Sep 09 15:31:50 +0000 2018,39,0.0,0.0,1.0,0.0,"RNC Chair Ronna Romney McDaniel on the party's preparations for the midterms: ""Candidates who think that they're in… https://t.co/ZGBEoqzZJG"
139,CBSNews,Sun Sep 09 15:18:38 +0000 2018,40,0.0,0.0,1.0,0.0,"DNC Chair Tom Perez talks to @FaceTheNation about the midterm elections: ""Our democracy is on the ballot, because t… https://t.co/SYIMUs7si5"
140,CBSNews,Sun Sep 09 15:09:05 +0000 2018,41,-0.25,0.121,0.714,0.165,"Sen. Mark Warner on @FaceTheNation: ""This is clearly a White House that's in chaos and a president that's becoming… https://t.co/kyI2sTfYZx"
141,CBSNews,Sun Sep 09 15:03:10 +0000 2018,42,0.0,0.0,1.0,0.0,"Sen. Mark Warner tells @FaceTheNation about the Mueller investigation: ""The fact that Vice President Pence is coope… https://t.co/ljlVDmddUT"
142,CBSNews,Sun Sep 09 14:59:44 +0000 2018,43,-0.3818,0.106,0.707,0.187,Woman and toddler drown in north Texas flash flooding after passing vehicles create waves https://t.co/7zSF1u5TIP https://t.co/j4khcizHrC
143,CBSNews,Sun Sep 09 14:59:00 +0000 2018,44,0.0,0.0,1.0,0.0,Did Pence ask his staff if any of them wrote the anonymous op-ed about the Trump administration? He tells… https://t.co/skAubo5ASz
144,CBSNews,Sun Sep 09 14:53:59 +0000 2018,45,0.5574,0.153,0.847,0.0,Does Pence think he'll need to cast the deciding vote to get Brett Kavanaugh on the Supreme Court? He tells… https://t.co/s2ECVcFkeY
145,CBSNews,Sun Sep 09 14:50:45 +0000 2018,46,0.2144,0.089,0.911,0.0,"Pence tells @FaceTheNation that Special Counsel Robert Mueller hasn't asked him for an interview, but he is ""more t… https://t.co/Ku8vJhctAf"
146,CBSNews,Sun Sep 09 14:45:46 +0000 2018,47,-0.128,0.0,0.923,0.077,"Pence on @FaceTheNation: ""Working in the White House is not for everybody. This president is tough. He's demanding.… https://t.co/wSX7JvcYPZ"
147,CBSNews,Sun Sep 09 14:42:01 +0000 2018,48,-0.4767,0.0,0.853,0.147,"Pence tells @FaceTheNation about Bob Woodward's book ""Fear"": ""The only thing that's wrong about that narrative is e… https://t.co/x6bdecCB0A"
148,CBSNews,Sun Sep 09 14:39:43 +0000 2018,49,0.4404,0.132,0.868,0.0,"In the first TV interview about his upcoming book ""Fear,"" Bob Woodward tells @CBSSunday that ""people better wake up… https://t.co/w74N8f0oIH"
149,CBSNews,Sun Sep 09 14:39:24 +0000 2018,50,-0.34,0.0,0.87,0.13,Vice President Mike Pence tells @FaceTheNation he believes the Trump administration officials denying they wrote th… https://t.co/agkEZW9SdI
150,CBSNews,Sun Sep 09 14:35:01 +0000 2018,51,0.0,0.0,1.0,0.0,"WATCH NOW: This week's @FaceTheNation, featuring interviews with Vice President Mike Pence, Sen. Mark Warner, RNC C… https://t.co/S7dqcabqjv"
151,CBSNews,Sun Sep 09 14:19:44 +0000 2018,52,0.0,0.0,1.0,0.0,One woman's Confederate flag stoked divisions in her South Carolina neighborhood. But then the flag came down — and… https://t.co/6GE0j0YPCH
152,CBSNews,Sun Sep 09 13:59:51 +0000 2018,53,0.4019,0.13,0.87,0.0,Vice President Mike Pence tells @FaceTheNation he would sit for an interview with Special Counsel Robert Mueller an… https://t.co/zdExiTCFF6
153,CBSNews,Sun Sep 09 13:39:47 +0000 2018,54,-0.6705,0.0,0.824,0.176,Dallas police identify Amber Guyger as the officer who killed a man in his own home; won't say if she's in custody… https://t.co/E4KsgKqdAT
154,CBSNews,Sun Sep 09 13:25:49 +0000 2018,55,0.0,0.0,1.0,0.0,RT @FaceTheNation: The @VP tells @margbrennan that he believes the denials of @realDonaldTrump's administration officials who said they did…
155,CBSNews,Sun Sep 09 13:19:55 +0000 2018,56,0.701,0.244,0.756,0.0,"""She left a little sparkle everywhere she went"": This year's New York Fashion Week includes honors for the late des… https://t.co/PjV6rCxA2z"
156,CBSNews,Sun Sep 09 13:03:04 +0000 2018,57,0.0,0.0,1.0,0.0,"Burt Reynolds' final projects: ""Defining Moments,"" planned role in Quentin Tarantino film https://t.co/QyHpTbk5yL https://t.co/Rz2RXNx9tW"
157,CBSNews,Sun Sep 09 12:48:04 +0000 2018,58,-0.4767,0.0,0.829,0.171,"Debra Van Horn, former trainer who worked with Larry Nassar, arrested at Texas airport https://t.co/SxUR00M6t7 https://t.co/FitPhoyehE"
158,CBSNews,Sun Sep 09 12:33:04 +0000 2018,59,0.4767,0.22,0.78,0.0,Thomas &amp; Friends' makeover includes two new female main characters https://t.co/XOG9Z8QCaG https://t.co/3CqEkSYj5b
159,CBSNews,Sun Sep 09 12:18:02 +0000 2018,60,-0.5719,0.0,0.63,0.37,"""The Predator"" cuts scene with registered sex offender https://t.co/fgDytopcOJ https://t.co/3s9JP4JNJC"
160,CBSNews,Sun Sep 09 12:03:03 +0000 2018,61,-0.4019,0.0,0.816,0.184,Fights over teacher salaries and working conditions escalate along West Coast https://t.co/iYAgqjRKQs https://t.co/vywnYPbCUe
161,CBSNews,Sun Sep 09 11:48:03 +0000 2018,62,0.0,0.0,1.0,0.0,Crohn's disease patients test experimental stem cell treatment https://t.co/3uH0ygzTgC https://t.co/08xdIDjuDc
162,CBSNews,Sun Sep 09 11:33:03 +0000 2018,63,0.0,0.0,1.0,0.0,Major California highway will remain closed amid wildfire https://t.co/4eKmczebfJ https://t.co/RxDmBPrQsR
163,CBSNews,Sun Sep 09 11:18:03 +0000 2018,64,-0.1779,0.127,0.692,0.181,"Curious but defiant, Italians react to country's first Starbucks https://t.co/K7XXhk5Lle https://t.co/3KQBzaFhMf"
164,CBSNews,Sun Sep 09 11:03:04 +0000 2018,65,-0.296,0.0,0.804,0.196,2006 letter confirms Vatican received complaint about ex-cardinal https://t.co/um8WOwuGVp https://t.co/PkD6RijUbu
165,CBSNews,Sun Sep 09 10:48:03 +0000 2018,66,0.0341,0.15,0.708,0.142,Man accused of dining and dashing on dates pleads not guilty https://t.co/O4dmJZioYI https://t.co/BG02ec8ZNU
166,CBSNews,Sun Sep 09 10:33:03 +0000 2018,67,-0.5267,0.0,0.714,0.286,George Papadopoulos sentenced to 14 days in prison in Russia probe https://t.co/3eyjs89kiZ https://t.co/mQYj2uS9k7
167,CBSNews,Sun Sep 09 10:18:03 +0000 2018,68,-0.7579,0.095,0.447,0.458,"Woman mistakes dynamite for candle, suffers severe injuries, police say https://t.co/njvvGUxy5Q https://t.co/glAz8vclKL"
168,CBSNews,Sun Sep 09 10:03:03 +0000 2018,69,0.0,0.0,1.0,0.0,What it takes to be middle class in America https://t.co/jnaXJIA5df https://t.co/iBZrXfqFyY
169,CBSNews,Sun Sep 09 09:48:04 +0000 2018,70,0.0,0.0,1.0,0.0,Apple removes Alex Jones' InfoWars from App Store https://t.co/x7AHgRkjrG https://t.co/eGIFzMtjT9
170,CBSNews,Sun Sep 09 09:33:04 +0000 2018,71,0.0,0.0,1.0,0.0,North Korea's upcoming military parade could give clues about nuclear agenda https://t.co/PQWBl5BuE8 https://t.co/T4jin4ejQc
171,CBSNews,Sun Sep 09 09:18:05 +0000 2018,72,0.0,0.0,1.0,0.0,"Trump wants Jeff Sessions to investigate author of ""unfair"" op-ed https://t.co/0tIeMVV1T2 https://t.co/jX0l04WkkD"
172,CBSNews,Sun Sep 09 09:03:05 +0000 2018,73,-0.3182,0.0,0.839,0.161,"GoFundMe: Homeless veteran to get balance of $400,000 amid defrauding accusations https://t.co/qARoF1fOzH https://t.co/KiRE0kOLth"
173,CBSNews,Sun Sep 09 08:48:03 +0000 2018,74,-0.3818,0.118,0.674,0.208,"""God must hate me"": Post Malone’s Rolls-Royce T-boned weeks after plane incident https://t.co/1gk7cn8vuR https://t.co/sCBbCjfLds"
174,CBSNews,Sun Sep 09 08:33:04 +0000 2018,75,-0.25,0.0,0.846,0.154,College drops uniforms featuring Nike logo to protest Kaepernick ad https://t.co/Lk59qwbJLQ https://t.co/jWyhHmhERy
175,CBSNews,Sun Sep 09 08:18:03 +0000 2018,76,-0.5994,0.0,0.769,0.231,Teen falls to death in Yosemite National Park while reportedly taking selfie https://t.co/liiClc1EDE https://t.co/a7vj4UMOY3
176,CBSNews,Sun Sep 09 08:03:04 +0000 2018,77,0.8074,0.448,0.552,0.0,"Female scientist finally honored for ""breakthrough"" donates $3M award https://t.co/S7eSFFeVzv https://t.co/MpZulwInY2"
177,CBSNews,Sun Sep 09 07:48:04 +0000 2018,78,0.0,0.0,1.0,0.0,"How a Confederate flag tore a neighborhood apart, before it came together https://t.co/HoIfhLYNWM https://t.co/qRByA6zBBB"
178,CBSNews,Sun Sep 09 07:33:03 +0000 2018,79,-0.7033,0.0,0.673,0.327,Probiotics may not be that helpful – and could actually do some harm https://t.co/EPD9z0wi1p https://t.co/Krj6cuNwdx
179,CBSNews,Sun Sep 09 07:18:04 +0000 2018,80,-0.8555,0.0,0.58,0.42,"Katyusha rockets fired at Basra airport in Iraq after violent night of protests, official says… https://t.co/9Cr9j4Y2OD"
180,CBSNews,Sun Sep 09 07:03:05 +0000 2018,81,-0.4767,0.0,0.807,0.193,NYC subway station at site of 9/11 attack reopens after nearly 2 decades https://t.co/zjdqu92RG5 https://t.co/cMRvR83Ogd
181,CBSNews,Sun Sep 09 06:48:04 +0000 2018,82,-0.34,0.0,0.87,0.13,"Stephen Colbert urges Trump to flee the White House, criticizes New York Times op-ed writer https://t.co/qfZc4bdRd6 https://t.co/Fkg92NvoeX"
182,CBSNews,Sun Sep 09 06:33:04 +0000 2018,83,0.6249,0.291,0.709,0.0,"Inventor tries to conquer the ""Great Pacific Garbage Patch"" https://t.co/0P3RJT7HcR https://t.co/Hzg4PE8X62"
183,CBSNews,Sun Sep 09 06:18:03 +0000 2018,84,0.0772,0.145,0.725,0.13,"Woman regrets sharing photos of ""Cosby Show"" star Geoffrey Owens working at grocery store https://t.co/3Gi62h6r2g https://t.co/fA9LVLb3NQ"
184,CBSNews,Sun Sep 09 06:03:06 +0000 2018,85,0.3182,0.133,0.867,0.0,Cubs fan with Down syndrome will sing anthem at Wrigley after meeting fundraising goal https://t.co/oIwUZVBgS8 https://t.co/NrFwI8PROP
185,CBSNews,Sun Sep 09 05:48:04 +0000 2018,86,-0.4019,0.0,0.787,0.213,Nearly every element in Trump's trouble has a Watergate parallel https://t.co/ZgtygYHWku https://t.co/BYoIOMsmKP
186,CBSNews,Sun Sep 09 05:33:03 +0000 2018,87,-0.5994,0.0,0.719,0.281,"Nevada jail death: Guards disobeyed department policies, documents show https://t.co/xWZd1N2fII https://t.co/tCKDSmkbhF"
187,CBSNews,Sun Sep 09 05:18:04 +0000 2018,88,-0.4215,0.0,0.843,0.157,Police detain black teen riding with his white grandmother after reports of robbery attempt https://t.co/qTwPZO8sqI https://t.co/5BSkWs2UEl
188,CBSNews,Sun Sep 09 05:03:03 +0000 2018,89,0.0,0.0,1.0,0.0,"""Obamacare"" insurance plans show only modest premium hikes https://t.co/jrnSmz2Ijj https://t.co/ppgfWgARCE"
189,CBSNews,Sun Sep 09 04:48:03 +0000 2018,90,-0.5719,0.066,0.718,0.215,Egypt court sentences 75 to death and 47 to life over 2013 sit-in https://t.co/xigAuLoTSE https://t.co/KrZAcyEGwC
190,CBSNews,Sun Sep 09 04:33:03 +0000 2018,91,-0.34,0.0,0.806,0.194,"Cincinnati shooter's gun jammed during four-minute rampage, police say https://t.co/DpOxgixWPL https://t.co/uVwIKLueNI"
191,CBSNews,Sun Sep 09 04:18:03 +0000 2018,92,-0.6808,0.0,0.616,0.384,"U.S. woman, son fighting for lives after giraffe attack https://t.co/kkzbyizijn https://t.co/FgxYBGWgOX"
192,CBSNews,Sun Sep 09 04:10:07 +0000 2018,93,0.0,0.0,1.0,0.0,"Tropical Storm Isaac forms, one of three storms churning in Atlantic https://t.co/BZQ08xSyQ9 https://t.co/ioqeznrxc8"
193,CBSNews,Sun Sep 09 04:03:06 +0000 2018,94,0.5267,0.355,0.645,0.0,Far-right poised for big gains in Swedish election https://t.co/IHMsOhEbRe https://t.co/7kbsvPpxaz
194,CBSNews,Sun Sep 09 03:48:04 +0000 2018,95,0.4019,0.197,0.803,0.0,OxyContin maker gets patent for drug to treat opioid addiction https://t.co/wgtNEE1ESU https://t.co/XilH5UrFQh
195,CBSNews,Sun Sep 09 03:33:03 +0000 2018,96,0.2732,0.175,0.71,0.115,Company set up by Michael Cohen offers to drop Stormy Daniels’ hush-money agreement https://t.co/Gi0XIpLLr0 https://t.co/1DlLFZs4O3
196,CBSNews,Sun Sep 09 03:18:04 +0000 2018,97,0.0,0.0,1.0,0.0,Florence expected to become a hurricane as it approaches East Coast https://t.co/8gGdYoOoBQ https://t.co/tUk7tpl4nw
197,CBSNews,Sun Sep 09 03:03:04 +0000 2018,98,0.0,0.0,1.0,0.0,"U.S., U.K. authorities to work more closely on ending female genital mutilation https://t.co/W1kpar1Ge6 https://t.co/ZtigFB324U"
198,CBSNews,Sun Sep 09 03:00:30 +0000 2018,99,0.5106,0.202,0.798,0.0,"Kate Spade, the company, honors namesake founder at New York Fashion Week https://t.co/H8HJqd77Mc https://t.co/ggjeOgWQpP"
199,CBSNews,Sun Sep 09 02:48:05 +0000 2018,100,0.0,0.0,1.0,0.0,"Obama says Trump is ""a symptom, not the cause"" of division https://t.co/CuHneuFVBK https://t.co/oPIcuL0RNX"
200,CNN,Mon Sep 10 04:00:13 +0000 2018,1,0.6697,0.256,0.744,0.0,"Schools in the United States now have more security guards than social workers, according to a new study… https://t.co/GTbQbAw7V2"
201,CNN,Mon Sep 10 04:00:12 +0000 2018,2,-0.7506,0.0,0.556,0.444,Two Palestinian teenagers killed in latest Gaza protests https://t.co/3JObfft4DN https://t.co/CtbsDIAKRV
202,CNN,Mon Sep 10 03:45:02 +0000 2018,3,-0.296,0.0,0.891,0.109,Off-duty officer Amber Guyger shot Botham Shem Jean after mistakenly entering his apartment at the complex where sh… https://t.co/tSfes1LTow
203,CNN,Mon Sep 10 03:30:07 +0000 2018,4,0.5423,0.289,0.578,0.133,"Serena Williams is being punished for speaking her truth, writes David Love for @CNNOpinion https://t.co/UYTS3lcbNq https://t.co/HHKbvu8Yvs"
204,CNN,Mon Sep 10 03:15:03 +0000 2018,5,0.4019,0.184,0.816,0.0,Here's what you need to know to start your week smart https://t.co/IqNkEiVU8h https://t.co/zKQpHoDmiD
205,CNN,Mon Sep 10 03:00:08 +0000 2018,6,-0.6249,0.0,0.785,0.215,"With President Trump in crisis, Vice President Mike Pence waits in his shadow https://t.co/QKlilp2UQ9 (via… https://t.co/HToxT1S5D4"
206,CNN,Mon Sep 10 02:45:06 +0000 2018,7,-0.3612,0.0,0.872,0.128,British former Foreign Secretary Boris Johnson is being criticized after comments he wrote in a British newspaper t… https://t.co/x0tfqGS0fq
207,CNN,Mon Sep 10 02:30:07 +0000 2018,8,0.0,0.0,1.0,0.0,Iowa Democrats announce Sen. Cory Booker as keynote speaker for fall gala https://t.co/cRrQkZ6tgf https://t.co/gFzomMTMfa
208,CNN,Mon Sep 10 02:15:07 +0000 2018,9,-0.4404,0.0,0.868,0.132,New York Gov. Andrew Cuomo has denied any prior knowledge of a mailing sent by state Democrats suggesting his prima… https://t.co/UXQ6yoxCGO
209,CNN,Mon Sep 10 02:00:12 +0000 2018,10,0.5859,0.183,0.817,0.0,She ditched the homecoming crown for a helmet then went out and kicked her team to a win https://t.co/ZdtSIS6sY3 https://t.co/ARKCbZTDdj
210,CNN,Mon Sep 10 01:45:05 +0000 2018,11,0.6808,0.359,0.521,0.12,Disciples and doubters celebrate legend of Bigfoot at North Carolina festival https://t.co/IFwGjgztJe https://t.co/5gjm0jykbW
211,CNN,Mon Sep 10 01:32:21 +0000 2018,12,0.0,0.0,1.0,0.0,"Jack Ma is stepping down as Alibaba's executive chairman next year, the company has announced https://t.co/JMtbBslGQv"
212,CNN,Mon Sep 10 01:30:11 +0000 2018,13,0.0,0.0,1.0,0.0,New York City subway station reopens for the first time since 9/11 https://t.co/qv1KO5OxCj https://t.co/8FxSXVVI7p
213,CNN,Mon Sep 10 01:15:07 +0000 2018,14,-0.4767,0.0,0.807,0.193,"I was arrested for what I believe in, writes actress Piper Perabo for @CNNOpinion https://t.co/zZctv4nOAO https://t.co/XNMB2dxCRz"
214,CNN,Mon Sep 10 01:00:17 +0000 2018,15,-0.2263,0.0,0.894,0.106,"President Trump seeks to move past Stormy Daniels lawsuit, says 2016 deal was never valid https://t.co/IjLxrtaSmF https://t.co/2UjJtd7nzI"
215,CNN,Mon Sep 10 00:45:04 +0000 2018,16,0.128,0.151,0.717,0.133,The first world is divided into two types of people: those who love cruises and those who hate cruises. I'd always… https://t.co/lhquegHTT2
216,CNN,Mon Sep 10 00:30:13 +0000 2018,17,0.0,0.0,1.0,0.0,"Blue bird from ""Rio"" movie now extinct in the wild https://t.co/L8L2p61jaL https://t.co/nXruciRrhq"
217,CNN,Mon Sep 10 00:15:08 +0000 2018,18,-0.4019,0.0,0.891,0.109,"For months, this boy was kept at a shelter full of strangers as his mom was detained across the country. Hear in hi… https://t.co/jrGXflszNw"
218,CNN,Mon Sep 10 00:00:06 +0000 2018,19,0.0,0.0,1.0,0.0,Why Serena Williams is calling out sexism in tennis https://t.co/utVzVR003i https://t.co/VfaO5JR1Zj
219,CNN,Sun Sep 09 23:49:07 +0000 2018,20,-0.25,0.0,0.889,0.111,"CBS chief executive Les Moonves has resigned amid a flurry of sexual misconduct allegations, ending a 20-year tenur… https://t.co/FlIEGmMvEm"
220,CNN,Sun Sep 09 23:45:11 +0000 2018,21,0.0,0.0,1.0,0.0,How Jack Ma went from English teacher to tech billionaire https://t.co/9BjkjsA9bU https://t.co/BVYHIiampl
221,CNN,Sun Sep 09 23:30:08 +0000 2018,22,0.5267,0.139,0.861,0.0,Ben Maher sealed the 2018 Longines Global Champions Tour title by racing to his third victory of the season in Rome… https://t.co/9xGAfbvPnX
222,CNN,Sun Sep 09 23:15:06 +0000 2018,23,0.0,0.0,1.0,0.0,Far right's surge in Swedish election may end one of Europe's last left-wing governments https://t.co/l1GmM7efww https://t.co/nHuKcqWVyO
223,CNN,Sun Sep 09 23:00:06 +0000 2018,24,-0.5945,0.0,0.693,0.307,"More than 800 detained in protests in Russia, monitoring group says https://t.co/FI55y0Qeov https://t.co/H83U5lhKPV"
224,CNN,Sun Sep 09 22:45:04 +0000 2018,25,-0.1877,0.0,0.912,0.088,Democrats still have a narrow path to the Senate majority despite a map that favors Republicans and includes 10 Dem… https://t.co/wkRie6owIN
225,CNN,Sun Sep 09 22:30:08 +0000 2018,26,0.0,0.0,1.0,0.0,Two Miami Dolphins players kneel during National Anthem https://t.co/NSbsz1gUa3 https://t.co/gOTUwzXBDj
226,CNN,Sun Sep 09 22:15:08 +0000 2018,27,0.0,0.0,1.0,0.0,Apple's iPhone is the MVP of the stock market https://t.co/KwJS5BLQpK https://t.co/baHZ3W5kNa
227,CNN,Sun Sep 09 22:15:00 +0000 2018,28,0.0,0.0,1.0,0.0,Former Secretary of State John Kerry says President Trump's decision to pull out of the Iran nuclear deal earlier t… https://t.co/isl2v5uOG1
228,CNN,Sun Sep 09 22:00:11 +0000 2018,29,0.0,0.0,1.0,0.0,Ford tells President Trump why it won't make China-built car in US https://t.co/DYiYrmYI7d https://t.co/veSYdndQHc
229,CNN,Sun Sep 09 21:45:06 +0000 2018,30,0.0,0.0,1.0,0.0,Vice President Mike Pence says he hasn't discussed invoking the 25th Amendment to remove President Trump from offic… https://t.co/GTF17jYO65
230,CNN,Sun Sep 09 21:30:07 +0000 2018,31,0.0,0.0,1.0,0.0,Emmys make history as black actors sweep guest star categories https://t.co/UDCKcaUdlf https://t.co/Hkl8ieQsFe
231,CNN,Sun Sep 09 21:15:00 +0000 2018,32,0.0,0.0,1.0,0.0,"Kellyanne Conway, senior counselor to President Trump, says the author of an anonymous New York Times op-ed lambast… https://t.co/QFLaZTRfvR"
232,CNN,Sun Sep 09 21:00:01 +0000 2018,33,0.0,0.0,1.0,0.0,Democratic Sen. Mark Warner says he doesn't believe George Papadopoulos' claim that he doesn't remember telling Tru… https://t.co/RHPno76rkC
233,CNN,Sun Sep 09 20:45:06 +0000 2018,34,0.4215,0.16,0.84,0.0,"""They want us to be just like California, right down to tofu and silicon and dyed hair."" Texas Republican Sen. Ted… https://t.co/uE1zINCQlI"
234,CNN,Sun Sep 09 20:30:06 +0000 2018,35,-0.2263,0.0,0.894,0.106,"President Trump will provide written responses to questions in a defamation lawsuit brought by Summer Zervos, a for… https://t.co/OWNsRN3EsO"
235,CNN,Sun Sep 09 20:15:09 +0000 2018,36,-0.6908,0.0,0.678,0.322,"Serena Williams is fined $17,000 for violations during her US Open loss https://t.co/BeOmCDJp4l https://t.co/YPJybBK4XK"
236,CNN,Sun Sep 09 20:00:05 +0000 2018,37,0.4019,0.213,0.787,0.0,Far-right party with neo-Nazi roots surges in Swedish vote https://t.co/pbz5Mmw2Sf https://t.co/zbiA7Tj85E
237,CNN,Sun Sep 09 19:45:09 +0000 2018,38,0.7783,0.286,0.714,0.0,She’s called the “Notorious RBG” for a reason. See why fans are inspired and enthralled with Supreme Court Justice… https://t.co/3eY0R1gEqy
238,CNN,Sun Sep 09 19:30:13 +0000 2018,39,0.0,0.0,1.0,0.0,Hundreds of Roman gold coins found in basement of old theater https://t.co/SFz85mhHdx https://t.co/otkdixpSgl
239,CNN,Sun Sep 09 19:15:06 +0000 2018,40,-0.6204,0.0,0.747,0.253,"Brazil's democracy is quite literally under assault, writes Samantha Vinograd for @CNNOpinion… https://t.co/okeLjNqPQU"
240,CNN,Sun Sep 09 19:01:35 +0000 2018,41,-0.6597,0.104,0.63,0.267,John Bunn was wrongfully convicted of murder as a teenager and exonerated after 27 years of fighting for his freedo… https://t.co/dBodPJ2IRg
241,CNN,Sun Sep 09 18:45:06 +0000 2018,42,0.0,0.0,1.0,0.0,"Longtime CBS chief executive Les Moonves, facing new claims of sexual misconduct, will step down as part of a wide-… https://t.co/9ZrRHiFGgP"
242,CNN,Sun Sep 09 18:30:11 +0000 2018,43,0.8689,0.435,0.565,0.0,"Combating corruption is about ensuring peace and security, Nikki Haley, US ambassador to the United Nations, writes… https://t.co/Ek3QKd2nOu"
243,CNN,Sun Sep 09 18:15:36 +0000 2018,44,-0.5859,0.0,0.73,0.27,"CNN's Julia Chatterley discusses emerging market risk, trade tensions and her new show https://t.co/pVRLFwZdIM https://t.co/t9WSgt1Xgr"
244,CNN,Sun Sep 09 18:04:01 +0000 2018,45,0.0,0.0,1.0,0.0,A Washington deacon has joined the cadre of Catholics who say Cardinal Donald Wuerl should step down amid criticism… https://t.co/xo8ynh7C3d
245,CNN,Sun Sep 09 17:50:32 +0000 2018,46,0.2023,0.114,0.886,0.0,Not even New York Times' top news editor knows who wrote anonymous op-ed https://t.co/I98TZAGReg https://t.co/mfiotGFIO0
246,CNN,Sun Sep 09 17:30:11 +0000 2018,47,-0.3818,0.0,0.809,0.191,"Florence upgraded to hurricane, could threaten East Coast this week https://t.co/976bxZN55j https://t.co/U9Nigf0L6F"
